time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/entropy_loss,train/learning_rate,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/approx_kl,train/explained_variance,train/clip_range,train/std,train/loss,train/n_updates
2048,28.535211267605632,1,1,1487,8110.3504337605655,,,,,,,,,,,
4096,29.67,2,1,2963,8483.48277365,-5.656140603125095,0.0003,0.107177734375,0.4797793054021895,-0.010847635654499754,0.011935397,-0.8491353988647461,0.2,0.9913314580917358,0.10712113976478577,10
6144,29.25,3,1,4439,8085.54849017,-5.651597461104393,0.0003,0.108447265625,0.26449599750339986,-0.007640702450589743,0.009615293,0.2932795286178589,0.2,0.9974559545516968,0.07116003334522247,20
8192,28.63,4,1,5933,8104.683223980001,-5.66018191576004,0.0003,0.148681640625,0.29351939775515345,-0.011496328355860896,0.012279248,0.6078102588653564,0.2,0.9959856271743774,0.10762812197208405,30
10240,27.48,5,1,7448,7709.285146419999,-5.6664002820849415,0.0003,0.13369140625,0.2813653069082648,-0.009414920267590787,0.010798506,0.5942954421043396,0.2,0.9996767044067383,0.029553432017564774,40
12288,26.46,6,1,8975,7524.9708882800005,-5.68542190939188,0.0003,0.1328125,0.3269068019464612,-0.009840568002255167,0.012246696,0.4967326521873474,0.2,1.0049235820770264,0.10229591280221939,50
14336,28.44,7,1,10447,8026.653681690001,-5.676259009540081,0.0003,0.116357421875,0.3325078318361193,-0.00875876448553754,0.009136673,0.5130972862243652,0.2,0.9978138208389282,0.0951346904039383,60
